id,text,aspect,sentiment
3696,"Unlike other places in NYC where the sandwiches you want only come as a triple-decker, here you can get what you want in a reasonably-sized portion (and price).",portion,positive
3571,The food was mediocre at best but it was the horrible service that made me vow never to go back.,food,neutral
3571,The food was mediocre at best but it was the horrible service that made me vow never to go back.,service,negative
1497,We had the most wonderful waitress.,waitress,positive
3345,"not only does make the best pizza in NY , maybe anywhere.",pizza,positive
712,"The service is always bad though, don't expect much of anything from your server, and I would not recommend bringing a date here either.",service,negative
712,"The service is always bad though, don't expect much of anything from your server, and I would not recommend bringing a date here either.",server,negative
29,"Dessert - can't be missed, so save room!!!",Dessert,positive
800,My fiance took me to Scopa last week for my birthday and I couldn't believe the food.,food,positive
140,I fell in love with the egg noodles in the beef broth with shrimp dumplings and slices of BBQ roast pork.,egg noodles in the beef broth with shrimp dumplings and slices of BBQ roast pork,positive
1436,"my picks: Guizhou chicken, fish with hot bean source, fish fillet in spicy source (special menu).",Guizhou chicken,positive
1436,"my picks: Guizhou chicken, fish with hot bean source, fish fillet in spicy source (special menu).",fish with hot bean source,positive
1436,"my picks: Guizhou chicken, fish with hot bean source, fish fillet in spicy source (special menu).",fish fillet in spicy source,positive
1436,"my picks: Guizhou chicken, fish with hot bean source, fish fillet in spicy source (special menu).",special menu,positive
1514,And they have these home made potato chips at the bar that are the most delicious things in the world!,potato chips,positive
1514,And they have these home made potato chips at the bar that are the most delicious things in the world!,bar,neutral
2377,"The food was just awful, ATROCIOUS actually.",food,negative
801,Every course was better than the next.,course,positive
509,Service was very good and warm.,Service,positive
2133,"During our meal, the management came over and checked on us and even bought us a round of drinks.",management,positive
2133,"During our meal, the management came over and checked on us and even bought us a round of drinks.",meal,neutral
2133,"During our meal, the management came over and checked on us and even bought us a round of drinks.",round of drinks,neutral
2314,The service was great as well.,service,positive
3112,Some servers make you feel like they are doing you a favor to bring you the food.,servers,negative
3112,Some servers make you feel like they are doing you a favor to bring you the food.,food,neutral
3649,Bartender was unable to tear himself away from friends at bar.,Bartender,negative
3649,Bartender was unable to tear himself away from friends at bar.,bar,neutral
2875,Decent wine at reasonable prices.,wine,positive
2875,Decent wine at reasonable prices.,prices,positive
527,"Great spot, whether looking for a couple of drinks or quiet dinner.",drinks,positive
527,"Great spot, whether looking for a couple of drinks or quiet dinner.",dinner,positive
527,"Great spot, whether looking for a couple of drinks or quiet dinner.",spot,positive
1627,"Volare virgins or weekly regulars, everyone gets treated the same and you can't ask for more than that when the service is this friendly.",service,positive
499,"The Pastrami sandwich was like buttah and with pickles and an icy cold beer to wash it down, it was a pleasurable experience.",Pastrami sandwich,positive
499,"The Pastrami sandwich was like buttah and with pickles and an icy cold beer to wash it down, it was a pleasurable experience.",beer,positive
499,"The Pastrami sandwich was like buttah and with pickles and an icy cold beer to wash it down, it was a pleasurable experience.",pickles,positive
2295,I am reluctant to write because I would not want my jem of a pizza place to become overcrowded.,pizza,positive
2691,What an amazing meal and experience!,meal,positive
3633,"The service was superb, they treat you like family.",service,positive
926,I look forward to eating here again,eating,positive
2330,"When family came in he gave them apps to test their palets, and then ordered for them.",apps,neutral
364,"After the main course came, we didn't see our waiter for at least 40 MINUTES!",main course,neutral
364,"After the main course came, we didn't see our waiter for at least 40 MINUTES!",waiter,negative
1496,Turned out there was full service upstairs and sat down.,service,positive
1750,Located at the end of a magnificent block.,Located,positive
3638,"We figured we never had Argentinian Pizza before so we grabbed our lunch there, sharing a large Pelligrino, a pizza of two of their specials, one was goat cheese the other blue cheese, and both were excellent.",Argentinian Pizza,neutral
3638,"We figured we never had Argentinian Pizza before so we grabbed our lunch there, sharing a large Pelligrino, a pizza of two of their specials, one was goat cheese the other blue cheese, and both were excellent.",lunch,neutral
3638,"We figured we never had Argentinian Pizza before so we grabbed our lunch there, sharing a large Pelligrino, a pizza of two of their specials, one was goat cheese the other blue cheese, and both were excellent.",Pelligrino,positive
3638,"We figured we never had Argentinian Pizza before so we grabbed our lunch there, sharing a large Pelligrino, a pizza of two of their specials, one was goat cheese the other blue cheese, and both were excellent.",pizza,positive
3638,"We figured we never had Argentinian Pizza before so we grabbed our lunch there, sharing a large Pelligrino, a pizza of two of their specials, one was goat cheese the other blue cheese, and both were excellent.",goat cheese,positive
3638,"We figured we never had Argentinian Pizza before so we grabbed our lunch there, sharing a large Pelligrino, a pizza of two of their specials, one was goat cheese the other blue cheese, and both were excellent.",blue cheese,positive
2827,"The food was below average, the service was pathetic, there was no ambience at all.",food,negative
2827,"The food was below average, the service was pathetic, there was no ambience at all.",service,negative
2827,"The food was below average, the service was pathetic, there was no ambience at all.",ambience,negative
282,One thing I liked about this place is that I never felt rushed or pressured to give up my table ot incoming guests.,table,neutral
3699,"Lunch came with pickels and slaw, no extra charge.",Lunch,positive
3699,"Lunch came with pickels and slaw, no extra charge.",pickels and slaw,neutral
1152,If you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you'll love it here.,music,negative
1152,If you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you'll love it here.,bottle minimun,negative
2652,"The restaurant is dark and not very attractive and then you have spot lights shining on you putting you in the worst light possible, reaching for sunglasses.",spot lights,negative
2790,Too bad the food wasn't of the same heritage.,food,negative
980,"Check it out, it won't hurt your stomach or your wallet.",stomach,positive
980,"Check it out, it won't hurt your stomach or your wallet.",wallet,positive
304,I have enjoyed everything I have ever gotten and the fish is so fresh and always prepared in a great way.,fish,positive
2051,Ive been here so many times the waiters know my name.,waiters,neutral
1793,"It took half an hour to get our check, which was perfect since we could sit, have drinks and talk!",drinks,neutral
1793,"It took half an hour to get our check, which was perfect since we could sit, have drinks and talk!",check,neutral
215,Wine list is not huge but def well selected.,Wine list,conflict
441,"Yeah, sometimes the service can be slow.",service,negative
740,The manager claimed that he could not compensate us for anything on the bill which just shows the lack of sophistication from the entire group.,manager,negative
740,The manager claimed that he could not compensate us for anything on the bill which just shows the lack of sophistication from the entire group.,bill,neutral
1548,"The food is terrible and overall, I would have to say avoid at all costs.",food,negative
1097,I recommend this spot to anyone who enjoys  fine cuisine at reasonable prices.,cuisine,positive
1097,I recommend this spot to anyone who enjoys  fine cuisine at reasonable prices.,prices,positive
2872,"My wife and I always enjoy the young, not always well trained but nevertheless friendly, staff, all of whom have a story.",staff,conflict
891,The food itself was just ok - nothing spectacular - but the service was awful.,food,neutral
891,The food itself was just ok - nothing spectacular - but the service was awful.,service,negative
3661,We walked in on a Wednesday night and were seated promptly.,seated,positive
945,"The cafe itself was really nice with comfortable outdoor chairs and tables, but the service could have been better.",cafe,positive
945,"The cafe itself was really nice with comfortable outdoor chairs and tables, but the service could have been better.",outdoor chairs,positive
945,"The cafe itself was really nice with comfortable outdoor chairs and tables, but the service could have been better.",tables,positive
945,"The cafe itself was really nice with comfortable outdoor chairs and tables, but the service could have been better.",service,negative
664,The staff is also attentive and friendly.,staff,positive
246,Yeah Shanghai is also great but not quite as good -- they use the same amount of salt but without sweetness to balance out.,salt,negative
3087,"While most people can attest to spending over $50 on drinks in New York bars and hardly feeling a thing, the drinks here are plentiful and unique.",drinks,negative
3087,"While most people can attest to spending over $50 on drinks in New York bars and hardly feeling a thing, the drinks here are plentiful and unique.",bars,negative
3087,"While most people can attest to spending over $50 on drinks in New York bars and hardly feeling a thing, the drinks here are plentiful and unique.",drinks,positive
1199,The sauces used are also not that exciting.,sauces,negative
1362,"Really though, where's the seasoning?",seasoning,negative
1639,"The wine list isn't great, and the desserts are shipped in from Bruno's down the street, which is not as good as it used to be.",wine list,negative
1639,"The wine list isn't great, and the desserts are shipped in from Bruno's down the street, which is not as good as it used to be.",desserts,negative
1188,"The food is great, service is ok.",food,positive
1188,"The food is great, service is ok.",service,neutral
2093,I won't go back unless someone else is footing the bill.,bill,negative
1583,I LOVED THE SHOWS.,SHOWS,positive
1190,You have to increase the service a lot.,service,negative
1975,Succulent steaks cooked precisely to your desired 'doneness' accompanied by salads and sides that don't look like leafy road kill.,steaks,positive
1975,Succulent steaks cooked precisely to your desired 'doneness' accompanied by salads and sides that don't look like leafy road kill.,salads,positive
1975,Succulent steaks cooked precisely to your desired 'doneness' accompanied by salads and sides that don't look like leafy road kill.,sides,positive
3554,"if this happens, just ask for real naan.",naan,neutral
1312,The two star chefs left quite some time ago to open their own place.,chefs,neutral
1536,Get the soup and a nosh (pastrami sandwich) for $8 and you're golden.,soup,positive
1536,Get the soup and a nosh (pastrami sandwich) for $8 and you're golden.,nosh (pastrami sandwich),positive
479,The sandwhiches are out-of-this world!,sandwhiches,positive
2986,"Upon entering, we were greeted by the owners, Steven and Frederick, who went out of their way to be more than gracious hosts.",owners,positive
2986,"Upon entering, we were greeted by the owners, Steven and Frederick, who went out of their way to be more than gracious hosts.",hosts,positive
2474,The food is alright - some stuff is good - some is not (like the steak dish which tends to be dry).,food,conflict
2474,The food is alright - some stuff is good - some is not (like the steak dish which tends to be dry).,steak dish,negative
3298,"The food is very good too but for the most part, it's just regular food, nothing special.",food,positive
3298,"The food is very good too but for the most part, it's just regular food, nothing special.",food,neutral
1925,"Very excited to hear that short-term Chef Jason Narone has moved on, he truly was a low point of their Sterling track record.",Chef,negative
822,All the desserts the group tried got favorable reviews.,desserts,positive
1023,They've the best desserts and mixed drinks as well as snack foods.,desserts,positive
1023,They've the best desserts and mixed drinks as well as snack foods.,mixed drinks,positive
1023,They've the best desserts and mixed drinks as well as snack foods.,snack foods,positive
3129,The hostess is rude to the point of being offensive.,hostess,negative
3159,Their coffee is quite good too!,coffee,positive
705,"Just because it's cheap does NOT mean the portions are small or the food is nasty, IT IS GREAT!",portions,positive
705,"Just because it's cheap does NOT mean the portions are small or the food is nasty, IT IS GREAT!",food,positive
272,Pair you food with the excellent beers on tap or their well priced wine list.,food,neutral
272,Pair you food with the excellent beers on tap or their well priced wine list.,beers on tap,positive
272,Pair you food with the excellent beers on tap or their well priced wine list.,wine list,positive
272,Pair you food with the excellent beers on tap or their well priced wine list.,priced,positive
211,Service and food is what any one would expect when spending that type of money.,Service,neutral
211,Service and food is what any one would expect when spending that type of money.,food,neutral
3071,Cozy romantic atomosphere with only around 15 tables at most.,atomosphere,positive
3071,Cozy romantic atomosphere with only around 15 tables at most.,tables,positive
309,"Friendly and informative staff, very attentive and prompt raw bar service.",staff,positive
309,"Friendly and informative staff, very attentive and prompt raw bar service.",bar service,positive
2016,We began with the cheese fondue (the artisanal blend) and added apples and kielbasa to dip.,cheese fondue,neutral
2016,We began with the cheese fondue (the artisanal blend) and added apples and kielbasa to dip.,kielbasa,neutral
2016,We began with the cheese fondue (the artisanal blend) and added apples and kielbasa to dip.,apples,neutral
2329,The owner truly caters to all your needs.,owner,positive
77,I have been coming here for years and have nothing but good things to say about the service and the great staff at La Lanterna.,service,positive
77,I have been coming here for years and have nothing but good things to say about the service and the great staff at La Lanterna.,staff,positive
1115,"Please try the Filet Mignon, its just the most tender piece ever.",Filet Mignon,positive
412,The miso soup lacked flavor and the fish was unfortunately not as well prepared as in the past.,miso soup,negative
412,The miso soup lacked flavor and the fish was unfortunately not as well prepared as in the past.,fish,negative
412,The miso soup lacked flavor and the fish was unfortunately not as well prepared as in the past.,flavor,negative
452,Waiters are slow but sweet.,Waiters,conflict
579,We both opted for a pasta dish and they were served timely and fresh.,pasta dish,positive
579,We both opted for a pasta dish and they were served timely and fresh.,served,positive
3244,"So I've never actually been to M proper, but I've had it delivered a few times.",delivered,neutral
40,"My turkey burger was not cooked at all, my friends salmon was completely raw.",turkey burger,negative
40,"My turkey burger was not cooked at all, my friends salmon was completely raw.",salmon,negative
1419,"The Thali was small, thoroughly unremarkable, and $14.95.",Thali,negative
812,The food was delicious and the waiter was incredibly helpful and attentive (considering we were the only ones there for the first hour).,food,positive
812,The food was delicious and the waiter was incredibly helpful and attentive (considering we were the only ones there for the first hour).,waiter,positive
2823,"I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service.",food,positive
2823,"I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service.",ambience,positive
2823,"I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service.",service,positive
1977,"Forget the rush and the wait and the noise (which isn't actually that bad), I mean please, who goes to a steakhouse to be coddled and romantic?",wait,conflict
1977,"Forget the rush and the wait and the noise (which isn't actually that bad), I mean please, who goes to a steakhouse to be coddled and romantic?",noise,conflict
1977,"Forget the rush and the wait and the noise (which isn't actually that bad), I mean please, who goes to a steakhouse to be coddled and romantic?",rush,conflict
2101,They were such a rip-off ($8.95 for four small meat patties in steamed buns) and not worth trying.,meat patties in steamed buns,negative
773,All we received was an apology as we left to see our show without dinner.,dinner,neutral
1749,"There was a small wait, but shorter than I expected.",wait,conflict
2406,"For appetizers, I recommend the shrimp fritters and dumplings.",appetizers,neutral
2406,"For appetizers, I recommend the shrimp fritters and dumplings.",shrimp fritters,positive
2406,"For appetizers, I recommend the shrimp fritters and dumplings.",dumplings,positive
932,It took them 25 minutes to bring our appetizer.,appetizer,neutral
709,"What is even better, is that the prices are very affordable as well, and the food is really good.",prices,positive
709,"What is even better, is that the prices are very affordable as well, and the food is really good.",food,positive
1665,Drinks way over priced.,Drinks,negative
1665,Drinks way over priced.,priced,negative
3477,Joya used to be a cool spot with decent food and a colorful - if not relaxed - atmosphere.,food,positive
3477,Joya used to be a cool spot with decent food and a colorful - if not relaxed - atmosphere.,atmosphere,positive
2550,Once they ran out of Gnochi and made it for me from scratch!,Gnochi,neutral
744,Service was prompt and courteous.,Service,positive
2328,Great Indian food and the service is incredible.,Indian food,positive
2328,Great Indian food and the service is incredible.,service,positive
2336,Ambiance is barely romantic but management tries.,Ambiance,negative
2336,Ambiance is barely romantic but management tries.,management,positive
3570,For two people with tip was less than $25 bucks.,tip,neutral
1086,You can even get packages of the chutneys to stock your fridge!,chutneys,positive
3677,The wine and cheese plate are plentiful and can't wait to try the fondue or table grilling.,wine,positive
3677,The wine and cheese plate are plentiful and can't wait to try the fondue or table grilling.,cheese,positive
3677,The wine and cheese plate are plentiful and can't wait to try the fondue or table grilling.,fondue,positive
3677,The wine and cheese plate are plentiful and can't wait to try the fondue or table grilling.,table grilling,positive
1794,"Oh, but wait, we were out of drinks (which were also delightfully overpriced).",drinks,negative
2215,"The ambience was so fun, and the prices were great, on top of the fact that the food was really tasty.",ambience,positive
2215,"The ambience was so fun, and the prices were great, on top of the fact that the food was really tasty.",prices,positive
2215,"The ambience was so fun, and the prices were great, on top of the fact that the food was really tasty.",food,positive
3185,"Its a nice quiet location to go eat a good meal, relax, be able to talk and have a very good time.",location,positive
3185,"Its a nice quiet location to go eat a good meal, relax, be able to talk and have a very good time.",meal,positive
164,The entire place and the treatment we received felt as a conveyor belt.,place,negative
2419,This is the pinnacle of Indian Fast Food (all fast foods in my opinion).,Indian Fast Food,positive
1579,And really large portions.,portions,positive
3685,"Overall, not worth the money.",money,negative
859,"Meanwhile, the bartender continued to pour champagne from his reserve after we had finished our bottle and we enjoyed an amuse of turnip soup with pureed basil, gratis.",bartender,positive
859,"Meanwhile, the bartender continued to pour champagne from his reserve after we had finished our bottle and we enjoyed an amuse of turnip soup with pureed basil, gratis.",champagne,neutral
859,"Meanwhile, the bartender continued to pour champagne from his reserve after we had finished our bottle and we enjoyed an amuse of turnip soup with pureed basil, gratis.",turnip soup with pureed basil,positive
1604,I've been to Naples 45 for dinner twice.,dinner,neutral
1138,The only thing I moderately enjoyed was their Grilled Chicken special with Edamame Puree.,Grilled Chicken special with Edamame Puree,neutral
1565,Don't waste money on decor.,decor,neutral
2777,"To be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of Teodora.",food,positive
3175,But who says Murray's is anything about service.,service,neutral
1493,"The owner is very friendly and a great guy, go try his pizza, you'll like it!",owner,positive
1493,"The owner is very friendly and a great guy, go try his pizza, you'll like it!",pizza,positive
3583,"Consequently, their burgers fell apart in their hands and made such a mess that they did'nt feel like finishing them.",burgers,negative
768,"If your visiting, you'll enjoy the ambiance and the fact that it's in Time Sq...",ambiance,positive
185,"Also, specify if you like your food spicy- its rather bland if you don't.",food,neutral
1156,Jimmy's is hands down the hottest night spot in the Bronx.,spot,positive
2945,"While the room is not particularly comfortable, once you're seated you'll forget about everything except what's on your plate.",room,negative
2945,"While the room is not particularly comfortable, once you're seated you'll forget about everything except what's on your plate.",plate,positive
2902,"Still, try it once, since if you end up loving the food, it could be one of your best dining experiences.",food,neutral
2902,"Still, try it once, since if you end up loving the food, it could be one of your best dining experiences.",dining experiences,positive
1313,I ate here a week ago and found most dishes average at best and too expensive.,dishes,negative
2567,Great value for the quality ingredients.,ingredients,positive
799,"The food was just OK, I would never go back.",food,neutral
1162,"Good atmosphere, combination of all the hottest music dress code is relatively strict except on Fridays.",atmosphere,positive
1162,"Good atmosphere, combination of all the hottest music dress code is relatively strict except on Fridays.",music,positive
1162,"Good atmosphere, combination of all the hottest music dress code is relatively strict except on Fridays.",dress cod,negative
78,"Over the years the host, Vittorio, and his crew, have always treated me as family--although with all the business this not-so-little gem does, it amazing he's even able to remember a consistent but not-so-frequent visitor.",crew,positive
78,"Over the years the host, Vittorio, and his crew, have always treated me as family--although with all the business this not-so-little gem does, it amazing he's even able to remember a consistent but not-so-frequent visitor.",host,positive
3507,"His wife Tanya, the hostess, completes the comforting atmosphere by being delightfully warm and gracious.",hostess,positive
3507,"His wife Tanya, the hostess, completes the comforting atmosphere by being delightfully warm and gracious.",atmosphere,positive
3513,"The service was poor, restaurant poorly lit, staff not very attentive and I would have rather eaten at a Mcdonald's than this joint.",service,negative
3513,"The service was poor, restaurant poorly lit, staff not very attentive and I would have rather eaten at a Mcdonald's than this joint.",staff,negative
949,We were seated outside and the waiter spilled red wine and hot tea on myself and my date.,waiter,negative
949,We were seated outside and the waiter spilled red wine and hot tea on myself and my date.,red wine,neutral
949,We were seated outside and the waiter spilled red wine and hot tea on myself and my date.,hot tea,neutral
949,We were seated outside and the waiter spilled red wine and hot tea on myself and my date.,outside,neutral
2037,"This place has good potential, but needs a significant amount of work before we can justify spending that much money on indian food you can get everywhere else.",money,negative
2037,"This place has good potential, but needs a significant amount of work before we can justify spending that much money on indian food you can get everywhere else.",indian food,neutral
3177,We ate at this Thai place following the reviews but very unhappy with the foods.,foods,negative
2468,"I don't like Indian food too much and this was delicious, however you want to factor that into the equation.",Indian food,positive
1295,The counter service is bad.,counter service,negative
1846,"The highlight of the night was the mayonaisse for my side of fries I received from one of the food runners, which is not good considering the bill was nearly $100.",mayonaisse,negative
1846,"The highlight of the night was the mayonaisse for my side of fries I received from one of the food runners, which is not good considering the bill was nearly $100.",food runners,neutral
1846,"The highlight of the night was the mayonaisse for my side of fries I received from one of the food runners, which is not good considering the bill was nearly $100.",bill,negative
1846,"The highlight of the night was the mayonaisse for my side of fries I received from one of the food runners, which is not good considering the bill was nearly $100.",fries,negative
369,"We laughed when he finally offered us a dessert menu and we left a 10 percent tip, which was generous, I feel.",dessert menu,neutral
369,"We laughed when he finally offered us a dessert menu and we left a 10 percent tip, which was generous, I feel.",tip,positive
2289,The service is good and the resturant is clean.,service,positive
693,"Everything is always cooked to perfection, the service is excellent, the decor cool and understated.",service,positive
693,"Everything is always cooked to perfection, the service is excellent, the decor cool and understated.",decor,positive
922,but the service was a bit slow.,service,negative
758,"You will pay a lot for the decore, but the food is no better or worse than a lot of other Chinese and Asian fusion places in NY.",decore,negative
758,"You will pay a lot for the decore, but the food is no better or worse than a lot of other Chinese and Asian fusion places in NY.",food,neutral
3234,We go on Mondays for the prix fixe and our experience with the food has been comparable to Blue Ribbon.,food,neutral
3234,We go on Mondays for the prix fixe and our experience with the food has been comparable to Blue Ribbon.,prix fixe,neutral
450,"Their eggplant is so delicate, sweet tender!",eggplant,positive
2272,They offer the same menu but have creative drinks that are loaded with alcohol and cheeky names -- but they do cost you.,menu,neutral
2272,They offer the same menu but have creative drinks that are loaded with alcohol and cheeky names -- but they do cost you.,drinks,positive
135,"And it all comes at a very reasonable price (congee, noodles, and rice dishes are no more than $3-6 each).",price,positive
135,"And it all comes at a very reasonable price (congee, noodles, and rice dishes are no more than $3-6 each).",congee,neutral
135,"And it all comes at a very reasonable price (congee, noodles, and rice dishes are no more than $3-6 each).",noodles,neutral
135,"And it all comes at a very reasonable price (congee, noodles, and rice dishes are no more than $3-6 each).",rice dishes,neutral
1991,"The production is a symphony, alot of fun to experience.The food sublime for the most part.",food,positive
2440,An excellent service,service,positive
365,"(food was delivered by a busboy, not waiter) We got no cheese offered for the pasta, our water and wine glasses remained EMPTY our entire meal, when we would have easily spent another $20 on wine.",food,neutral
365,"(food was delivered by a busboy, not waiter) We got no cheese offered for the pasta, our water and wine glasses remained EMPTY our entire meal, when we would have easily spent another $20 on wine.",busboy,negative
365,"(food was delivered by a busboy, not waiter) We got no cheese offered for the pasta, our water and wine glasses remained EMPTY our entire meal, when we would have easily spent another $20 on wine.",waiter,negative
365,"(food was delivered by a busboy, not waiter) We got no cheese offered for the pasta, our water and wine glasses remained EMPTY our entire meal, when we would have easily spent another $20 on wine.",cheese,negative
365,"(food was delivered by a busboy, not waiter) We got no cheese offered for the pasta, our water and wine glasses remained EMPTY our entire meal, when we would have easily spent another $20 on wine.",pasta,negative
365,"(food was delivered by a busboy, not waiter) We got no cheese offered for the pasta, our water and wine glasses remained EMPTY our entire meal, when we would have easily spent another $20 on wine.",water and wine glasses,negative
365,"(food was delivered by a busboy, not waiter) We got no cheese offered for the pasta, our water and wine glasses remained EMPTY our entire meal, when we would have easily spent another $20 on wine.",wine,neutral
365,"(food was delivered by a busboy, not waiter) We got no cheese offered for the pasta, our water and wine glasses remained EMPTY our entire meal, when we would have easily spent another $20 on wine.",meal,neutral
1701,Winnie and her staff are the best crew you can find serving you.,crew,positive
1701,Winnie and her staff are the best crew you can find serving you.,staff,positive
1701,Winnie and her staff are the best crew you can find serving you.,serving,positive
1244,Were meeting up with some friends for a drink at Lafayette 161 and happened to walk by Thai Angel famished.,drink,neutral
651,The shrimp scampi was excellent and the antipasti were plentiful.,shrimp scampi,positive
651,The shrimp scampi was excellent and the antipasti were plentiful.,antipasti,positive
301,"There was a long wait for a table outside, but it was a little too hot in the sun anyway so our insde table was very nice.",table,neutral
301,"There was a long wait for a table outside, but it was a little too hot in the sun anyway so our insde table was very nice.",insde table,positive
301,"There was a long wait for a table outside, but it was a little too hot in the sun anyway so our insde table was very nice.",wait,negative
3253,"Good to find a restaurant where the owners have some imagination and they have actually pulled it off, like in this case.",owners,positive
2402,"The only concern i have is with the slighly all-business waitstaff who order and throw the food down, rushing you out.",waitstaff,negative
2402,"The only concern i have is with the slighly all-business waitstaff who order and throw the food down, rushing you out.",food,neutral
212,Obv caviar is top of the line but the rest of the menu is so diverse it gives you a chance to taste so manydifferent varietys.,Obv caviar,positive
212,Obv caviar is top of the line but the rest of the menu is so diverse it gives you a chance to taste so manydifferent varietys.,menu,positive
2718,"The first time I went, and was completely taken by the live jazz band and atmosphere, I ordered the Lobster Cobb Salad.",live jazz band,positive
2718,"The first time I went, and was completely taken by the live jazz band and atmosphere, I ordered the Lobster Cobb Salad.",atmosphere,positive
2718,"The first time I went, and was completely taken by the live jazz band and atmosphere, I ordered the Lobster Cobb Salad.",Lobster Cobb Salad,neutral
562,Our tiny table for two (dinner plates hung over edge) was right in the middle of one of the lanes of waiter traffic.,table,negative
562,Our tiny table for two (dinner plates hung over edge) was right in the middle of one of the lanes of waiter traffic.,waiter traffic,negative
562,Our tiny table for two (dinner plates hung over edge) was right in the middle of one of the lanes of waiter traffic.,dinner plates,negative
3684,"Also, the sandwiches (nearing $7) didn't come with anything like chips or a side.",sandwiches,negative
3684,"Also, the sandwiches (nearing $7) didn't come with anything like chips or a side.",chips,neutral
3684,"Also, the sandwiches (nearing $7) didn't come with anything like chips or a side.",side,neutral
3091,"The puke green walls leave a lot to be desired, but the food is very good.",food,positive
3091,"The puke green walls leave a lot to be desired, but the food is very good.",walls,negative
1441,"My entree of hot pot with seafood was full of imitation crabmeat with a couple pieces of shrimp and squid, and was unnecessarily heated with a burner.",hot pot with seafood,negative
1441,"My entree of hot pot with seafood was full of imitation crabmeat with a couple pieces of shrimp and squid, and was unnecessarily heated with a burner.",shrimp,negative
1441,"My entree of hot pot with seafood was full of imitation crabmeat with a couple pieces of shrimp and squid, and was unnecessarily heated with a burner.",squid,negative
1441,"My entree of hot pot with seafood was full of imitation crabmeat with a couple pieces of shrimp and squid, and was unnecessarily heated with a burner.",entree,positive
1441,"My entree of hot pot with seafood was full of imitation crabmeat with a couple pieces of shrimp and squid, and was unnecessarily heated with a burner.",crabmeat,negative
931,It took them 15 minutes to put water in our glasses.,water,neutral
3663,And they provided a delicious dessert on the house!,dessert,positive
657,"Always popular, always full, always a wait.",wait,negative
687,I'd highly recommend it for a special occasion -- it provides and intimate setting and nice service.,setting,positive
687,I'd highly recommend it for a special occasion -- it provides and intimate setting and nice service.,service,positive
41,Horrible food and Horrible service.,food,negative
41,Horrible food and Horrible service.,service,negative
1643,"Stay away from the two specialty rolls on the menu, though- too much avocado and rice will fill you up right quick.",rolls,negative
1643,"Stay away from the two specialty rolls on the menu, though- too much avocado and rice will fill you up right quick.",menu,neutral
1643,"Stay away from the two specialty rolls on the menu, though- too much avocado and rice will fill you up right quick.",avocado,negative
1643,"Stay away from the two specialty rolls on the menu, though- too much avocado and rice will fill you up right quick.",rice,negative
1158,"Good food at the restaurant (a bit expensive, but great if you want to impress your date).",food,positive
1874,"The entree was bland and small, dessert was not inspired.",entree,negative
1874,"The entree was bland and small, dessert was not inspired.",dessert,negative
457,I'd call it an 'italian dinner'.,dinner,neutral
2793,But that wasn't the icing on the cake: a tiramisu that resembled nothing I have ever had.,icing on the cake,negative
2793,But that wasn't the icing on the cake: a tiramisu that resembled nothing I have ever had.,tiramisu,negative
1642,I've rarely had a problem with slow staff in the 10 years I've been going.,staff,positive
1854,It won't break the bank but I also wouldnt come back for the food.,food,negative
3519,The prices and ambience are especially great considering it's in the West Village.,prices,positive
3519,The prices and ambience are especially great considering it's in the West Village.,ambience,positive
3692,"But don't ever order bacon late at nite (either platter or in sandwiches, for that matter don't from any take out place) as it is from the morning frying turns out hard almost like bacos, hurt my molars.",bacon,negative
3692,"But don't ever order bacon late at nite (either platter or in sandwiches, for that matter don't from any take out place) as it is from the morning frying turns out hard almost like bacos, hurt my molars.",platter,negative
3692,"But don't ever order bacon late at nite (either platter or in sandwiches, for that matter don't from any take out place) as it is from the morning frying turns out hard almost like bacos, hurt my molars.",in sandwiches,negative
3692,"But don't ever order bacon late at nite (either platter or in sandwiches, for that matter don't from any take out place) as it is from the morning frying turns out hard almost like bacos, hurt my molars.",frying,negative
3692,"But don't ever order bacon late at nite (either platter or in sandwiches, for that matter don't from any take out place) as it is from the morning frying turns out hard almost like bacos, hurt my molars.",bacos,negative
3472,Both times we waited well over a half hour for a table (even though we had reservations).,table,negative
3472,Both times we waited well over a half hour for a table (even though we had reservations).,reservations,negative
2405,Great food at reasonable prices.,food,positive
2405,Great food at reasonable prices.,prices,positive
363,"great wine list (italian), good food, service was INITIALLY fine.",wine list,positive
363,"great wine list (italian), good food, service was INITIALLY fine.",food,positive
363,"great wine list (italian), good food, service was INITIALLY fine.",service,conflict
552,As always we had a great glass of wine while we waited.,glass of wine,positive
3315,Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening.,service,positive
3315,Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening.,food,positive
3315,Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening.,price,positive
1929,"The food was delicious (I had a halibut special, my husband had steak), and the service was top-notch.",food,positive
1929,"The food was delicious (I had a halibut special, my husband had steak), and the service was top-notch.",halibut special,positive
1929,"The food was delicious (I had a halibut special, my husband had steak), and the service was top-notch.",steak,positive
